transaction_id,user_id,date,description,amount,type,category,merchant,payment_method
U003-T00905,U003,2026-08-03,AUTO RICKSHAW PAYMENT,40.0,expense,Transport,AUTO RICKSHAW,UPI
U003-T00906,U003,2026-09-09,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U003-T00907,U003,2026-07-03,LOCAL TEA & COFFEE PAYMENT,15.0,expense,Food,LOCAL TEA & COFFEE,UPI
U003-T00908,U003,2026-07-13,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U003-T00909,U003,2026-08-18,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
U003-T00910,U003,2026-08-13,PARKING FEE PAYMENT,15.0,expense,Other,PARKING FEE,UPI
U003-T00911,U003,2026-08-28,LOCAL BAKERY PAYMENT,25.0,expense,Food,LOCAL BAKERY,UPI
U003-T00912,U003,2026-09-23,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U003-T00913,U003,2026-09-30,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U003-T00914,U003,2026-07-17,KIRANA STORE PAYMENT,25.0,expense,Shopping,KIRANA STORE,UPI
U003-T00915,U003,2026-09-07,ZEPTO QUICK ESSENTIALS PAYMENT,50.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U003-T00916,U003,2026-08-10,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U003-T00917,U003,2026-07-06,KIRANA STORE PAYMENT,25.0,expense,Shopping,KIRANA STORE,UPI
U003-T00918,U003,2026-09-07,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U003-T00919,U003,2026-08-11,LOCAL BAKERY PAYMENT,25.0,expense,Food,LOCAL BAKERY,UPI
U003-T00920,U003,2026-07-17,LOCAL PHARMACY STORE PAYMENT,65.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U003-T00921,U003,2026-07-27,UBER AUTO PAYMENT,75.0,expense,Transport,UBER AUTO,UPI
U003-T00922,U003,2026-09-23,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U003-T00923,U003,2026-09-04,ZEPTO QUICK ESSENTIALS PAYMENT,50.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U003-T00924,U003,2026-09-02,NAMMA METRO PAYMENT,20.0,expense,Transport,NAMMA METRO,UPI
U003-T00925,U003,2026-08-11,AUTO RICKSHAW PAYMENT,55.0,expense,Transport,AUTO RICKSHAW,UPI
U003-T00926,U003,2026-09-30,QUICK UPI TRANSFER PAYMENT,30.0,expense,Other,QUICK UPI TRANSFER,UPI
U003-T00927,U003,2026-08-04,NAMMA METRO PAYMENT,15.0,expense,Transport,NAMMA METRO,UPI
U003-T00928,U003,2026-07-27,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U003-T00929,U003,2026-08-27,CAMPUS PHOTOCOPY & NOTES PAYMENT,50.0,expense,Education,CAMPUS PHOTOCOPY & NOTES,UPI
U003-T00930,U003,2026-07-28,STREET TIFFIN PAYMENT,50.0,expense,Food,STREET TIFFIN,UPI
U003-T00931,U003,2026-09-12,LOCAL TEA & COFFEE PAYMENT,15.0,expense,Food,LOCAL TEA & COFFEE,UPI
U003-T00932,U003,2026-08-02,NAMMA METRO PAYMENT,20.0,expense,Transport,NAMMA METRO,UPI
U003-T00933,U003,2026-07-11,STREET TIFFIN PAYMENT,35.0,expense,Food,STREET TIFFIN,UPI
U003-T00934,U003,2026-07-30,NAMMA METRO PAYMENT,35.0,expense,Transport,NAMMA METRO,UPI
U003-T00935,U003,2026-09-04,RAPIDO BIKE PAYMENT,42.0,expense,Transport,RAPIDO BIKE,UPI
U003-T00936,U003,2026-08-27,BLINKIT DAILY PAYMENT,80.0,expense,Food,BLINKIT DAILY,UPI
U003-T00937,U003,2026-08-17,STATIONERY SHOP PAYMENT,30.0,expense,Shopping,STATIONERY SHOP,UPI
U003-T00938,U003,2026-08-04,ZEPTO QUICK ESSENTIALS PAYMENT,35.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U003-T00939,U003,2026-08-26,LOCAL BAKERY PAYMENT,15.0,expense,Food,LOCAL BAKERY,UPI
U003-T00940,U003,2026-08-15,COFFEE & CHAT PAYMENT,45.0,expense,Entertainment,COFFEE & CHAT,UPI
U003-T00941,U003,2026-09-03,SWIGGY QUICK BITE PAYMENT,40.0,expense,Food,SWIGGY QUICK BITE,UPI
U003-T00942,U003,2026-08-05,PARKING FEE PAYMENT,10.0,expense,Other,PARKING FEE,UPI
U003-T00943,U003,2026-07-16,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U003-T00944,U003,2026-09-08,LOCAL TEA & COFFEE PAYMENT,12.0,expense,Food,LOCAL TEA & COFFEE,UPI
U003-T00945,U003,2026-09-25,STREET TIFFIN PAYMENT,35.0,expense,Food,STREET TIFFIN,UPI
U003-T00946,U003,2026-09-26,LOCAL PHARMACY STORE PAYMENT,28.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U003-T00947,U003,2026-09-29,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U003-T00948,U003,2026-09-30,UBER AUTO PAYMENT,60.0,expense,Transport,UBER AUTO,UPI
U003-T00949,U003,2026-07-02,KIRANA STORE PAYMENT,35.0,expense,Shopping,KIRANA STORE,UPI
U003-T00950,U003,2026-08-14,KIRANA STORE PAYMENT,55.0,expense,Shopping,KIRANA STORE,UPI
U003-T00951,U003,2026-08-21,STATIONERY SHOP PAYMENT,12.0,expense,Shopping,STATIONERY SHOP,UPI
U003-T00952,U003,2026-08-30,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U003-T00953,U003,2026-08-20,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U003-T00954,U003,2026-08-30,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U003-T00955,U003,2026-08-29,STREET TIFFIN PAYMENT,20.0,expense,Food,STREET TIFFIN,UPI
U003-T00956,U003,2026-08-10,LOCAL PHARMACY STORE PAYMENT,65.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U003-T00957,U003,2026-09-28,ZEPTO QUICK ESSENTIALS PAYMENT,75.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U003-T00958,U003,2026-08-27,LOCAL PHARMACY STORE PAYMENT,18.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U003-T00959,U003,2026-08-17,LOCAL TEA & COFFEE PAYMENT,12.0,expense,Food,LOCAL TEA & COFFEE,UPI
U003-T00960,U003,2026-08-09,PARKING FEE PAYMENT,10.0,expense,Other,PARKING FEE,UPI
U003-T00961,U003,2026-09-02,STATIONERY SHOP PAYMENT,30.0,expense,Shopping,STATIONERY SHOP,UPI
U003-T00962,U003,2026-08-13,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U003-T00963,U003,2026-09-26,UBER AUTO PAYMENT,60.0,expense,Transport,UBER AUTO,UPI
U003-T00964,U003,2026-08-11,NAMMA METRO PAYMENT,15.0,expense,Transport,NAMMA METRO,UPI
U003-T00965,U003,2026-07-18,LOCAL TEA & COFFEE PAYMENT,15.0,expense,Food,LOCAL TEA & COFFEE,UPI
U003-T00966,U003,2026-09-11,RAPIDO BIKE PAYMENT,42.0,expense,Transport,RAPIDO BIKE,UPI
U003-T00967,U003,2026-08-18,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U003-T00968,U003,2026-07-09,NAMMA METRO PAYMENT,20.0,expense,Transport,NAMMA METRO,UPI
U003-T00969,U003,2026-08-30,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U003-T00970,U003,2026-09-20,MOBILE TOP-UP PAYMENT,19.0,expense,Bills,MOBILE TOP-UP,UPI
U003-T00971,U003,2026-07-22,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U003-T00972,U003,2026-07-05,STATIONERY SHOP PAYMENT,45.0,expense,Shopping,STATIONERY SHOP,UPI
U003-T00973,U003,2026-07-04,LOCAL TEA & COFFEE PAYMENT,10.0,expense,Food,LOCAL TEA & COFFEE,UPI
U003-T00974,U003,2026-08-19,LOCAL BAKERY PAYMENT,20.0,expense,Food,LOCAL BAKERY,UPI
U003-T00975,U003,2026-08-07,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
U003-T00976,U003,2026-08-28,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U003-T00977,U003,2026-07-22,STREET TIFFIN PAYMENT,50.0,expense,Food,STREET TIFFIN,UPI
U003-T00978,U003,2026-08-20,LOCAL TEA & COFFEE PAYMENT,10.0,expense,Food,LOCAL TEA & COFFEE,UPI
U003-T00979,U003,2026-07-17,NAMMA METRO PAYMENT,35.0,expense,Transport,NAMMA METRO,UPI
U003-T00980,U003,2026-07-09,ZEPTO QUICK ESSENTIALS PAYMENT,35.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U003-T00981,U003,2026-07-17,CAMPUS PHOTOCOPY & NOTES PAYMENT,35.0,expense,Education,CAMPUS PHOTOCOPY & NOTES,UPI
U003-T00982,U003,2026-08-25,STATIONERY SHOP PAYMENT,45.0,expense,Shopping,STATIONERY SHOP,UPI
U003-T00983,U003,2026-07-21,RAPIDO BIKE PAYMENT,30.0,expense,Transport,RAPIDO BIKE,UPI
U003-T00984,U003,2026-09-14,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U003-T00985,U003,2026-08-05,LOCAL TEA & COFFEE PAYMENT,12.0,expense,Food,LOCAL TEA & COFFEE,UPI
U003-T00986,U003,2026-08-27,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U003-T00987,U003,2026-09-16,STATIONERY SHOP PAYMENT,30.0,expense,Shopping,STATIONERY SHOP,UPI
U003-T00988,U003,2026-09-11,MOBILE TOP-UP PAYMENT,29.0,expense,Bills,MOBILE TOP-UP,UPI
U003-T00989,U003,2026-08-29,NAMMA METRO PAYMENT,15.0,expense,Transport,NAMMA METRO,UPI
U003-T00990,U003,2026-08-06,RAPIDO BIKE PAYMENT,42.0,expense,Transport,RAPIDO BIKE,UPI
U003-T00991,U003,2026-08-14,AUTO RICKSHAW PAYMENT,40.0,expense,Transport,AUTO RICKSHAW,UPI
U003-T00992,U003,2026-08-20,RAPIDO BIKE PAYMENT,22.0,expense,Transport,RAPIDO BIKE,UPI
U003-T00993,U003,2026-08-23,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U003-T00994,U003,2026-08-28,ZEPTO QUICK ESSENTIALS PAYMENT,35.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U003-T00995,U003,2026-09-28,NAMMA METRO PAYMENT,35.0,expense,Transport,NAMMA METRO,UPI
U003-T00996,U003,2026-09-28,PARKING FEE PAYMENT,10.0,expense,Other,PARKING FEE,UPI
U003-T00997,U003,2026-07-21,LOCAL BAKERY PAYMENT,25.0,expense,Food,LOCAL BAKERY,UPI
U003-T00998,U003,2026-09-24,COFFEE & CHAT PAYMENT,30.0,expense,Entertainment,COFFEE & CHAT,UPI
U003-T00999,U003,2026-09-02,ZEPTO QUICK ESSENTIALS PAYMENT,25.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U003-T01000,U003,2026-08-17,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U004-T00001,U004,2026-07-26,SALARY CREDIT - TECH CORP,50000.0,income,Salary,TechCorp Solutions,NEFT
U004-T00002,U004,2026-08-26,SALARY CREDIT - TECH CORP,50000.0,income,Salary,TechCorp Solutions,NEFT
U004-T00003,U004,2026-09-26,SALARY CREDIT - TECH CORP,50000.0,income,Salary,TechCorp Solutions,NEFT
U004-T00004,U004,2026-07-01,HOUSE RENT,10000.0,expense,Rent,Landlord Transfer,UPI
U004-T00005,U004,2026-08-01,HOUSE RENT,10000.0,expense,Rent,Landlord Transfer,UPI
U004-T00006,U004,2026-09-01,HOUSE RENT,10000.0,expense,Rent,Landlord Transfer,UPI
U004-T00007,U004,2026-07-21,NETFLIX PREMIUM,649.0,expense,Subscriptions,Netflix,Credit Card
U004-T00008,U004,2026-08-21,NETFLIX PREMIUM,649.0,expense,Subscriptions,Netflix,Credit Card
U004-T00009,U004,2026-09-21,NETFLIX PREMIUM,649.0,expense,Subscriptions,Netflix,Credit Card
U004-T00010,U004,2026-07-06,CULT.FIT GYM MEMBERSHIP,1600.0,expense,Healthcare,Cult.Fit,Auto Debit
U004-T00011,U004,2026-08-06,CULT.FIT GYM MEMBERSHIP,1600.0,expense,Healthcare,Cult.Fit,Auto Debit
U004-T00012,U004,2026-09-06,CULT.FIT GYM MEMBERSHIP,1600.0,expense,Healthcare,Cult.Fit,Auto Debit
U004-T00013,U004,2026-07-12,AIRTEL FIBER BROADBAND,1200.0,expense,Bills,Airtel,UPI AutoPay
U004-T00014,U004,2026-08-12,AIRTEL FIBER BROADBAND,1200.0,expense,Bills,Airtel,UPI AutoPay
U004-T00015,U004,2026-09-12,AIRTEL FIBER BROADBAND,1200.0,expense,Bills,Airtel,UPI AutoPay
U004-T00016,U004,2026-09-27,AMAZON ELECTRONICS,4500.0,expense,Shopping,Amazon India,Credit Card
U004-T00017,U004,2026-09-23,MYNTRA FASHION,2400.0,expense,Shopping,Myntra,UPI
U004-T00018,U004,2026-09-20,BESCOM ELECTRICITY,1600.0,expense,Bills,BESCOM,NetBanking
U004-T00019,U004,2026-09-17,PVR INOX CINEMAS,1100.0,expense,Entertainment,PVR,Credit Card
U004-T00020,U004,2026-09-16,UDEMY AI COURSE,1299.0,expense,Education,Udemy,Debit Card
U004-T00021,U004,2026-09-18,APOLLO PHARMACY,950.0,expense,Healthcare,Apollo,UPI
U004-T00022,U004,2026-09-28,SWIGGY GOURMET,450.0,expense,Food,Swiggy,UPI
U004-T00023,U004,2026-09-24,ZOMATO DINING,1280.0,expense,Food,Zomato,Credit Card
U004-T00024,U004,2026-09-25,UBER PREMIER,620.0,expense,Transport,Uber,UPI
U004-T00025,U004,2026-09-11,SPOTIFY FAMILY,119.0,expense,Subscriptions,Spotify,UPI
U004-T00026,U004,2026-08-24,AMAZON HOME ESSENTIALS,2200.0,expense,Shopping,Amazon India,Credit Card
U004-T00027,U004,2026-08-14,MYNTRA ACCESSORIES,1500.0,expense,Shopping,Myntra,UPI
U004-T00028,U004,2026-08-20,BESCOM ELECTRICITY,1450.0,expense,Bills,BESCOM,NetBanking
U004-T00029,U004,2026-08-15,BOOKMYSHOW MOVIE,800.0,expense,Entertainment,BookMyShow,Debit Card
U004-T00030,U004,2026-08-10,COURSERA PYTHON COURSE,799.0,expense,Education,Coursera,Debit Card
U004-T00031,U004,2026-08-18,MEDPLUS PHARMACY,850.0,expense,Healthcare,MedPlus,UPI
U004-T00032,U004,2026-08-25,UBER INTERCITY,520.0,expense,Transport,Uber,UPI
U004-T00033,U004,2026-08-28,BARBEQUE NATION,850.0,expense,Food,Barbeque Nation,Credit Card
U004-T00034,U004,2026-08-11,SPOTIFY FAMILY,119.0,expense,Subscriptions,Spotify,UPI
U004-T00035,U004,2026-07-20,AMAZON MONSOON GEAR,1800.0,expense,Shopping,Amazon India,Credit Card
U004-T00036,U004,2026-07-12,FABINDIA CLOTHING,1200.0,expense,Shopping,FabIndia,UPI
U004-T00037,U004,2026-07-18,BESCOM ELECTRICITY,1400.0,expense,Bills,BESCOM,NetBanking
U004-T00038,U004,2026-07-14,PVR CINEMAS,600.0,expense,Entertainment,PVR,Credit Card
U004-T00039,U004,2026-07-16,APOLLO HEALTH CHECK,700.0,expense,Healthcare,Apollo,UPI
U004-T00040,U004,2026-07-10,SAPNA BOOK HOUSE,450.0,expense,Education,Sapna Book House,UPI
U004-T00041,U004,2026-07-22,INDIAN OIL PETROL,480.0,expense,Transport,Indian Oil,Credit Card
U004-T00042,U004,2026-07-25,MAINLAND CHINA DINING,750.0,expense,Food,Mainland China,Credit Card
U004-T00043,U004,2026-07-11,SPOTIFY FAMILY,119.0,expense,Subscriptions,Spotify,UPI
U004-T00044,U004,2026-09-03,KIRANA STORE PAYMENT,35.0,expense,Shopping,KIRANA STORE,UPI
U004-T00045,U004,2026-08-22,BLINKIT DAILY PAYMENT,60.0,expense,Food,BLINKIT DAILY,UPI
U004-T00046,U004,2026-07-27,SWIGGY QUICK BITE PAYMENT,110.0,expense,Food,SWIGGY QUICK BITE,UPI
U004-T00047,U004,2026-07-04,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U004-T00048,U004,2026-08-18,STREET TIFFIN PAYMENT,50.0,expense,Food,STREET TIFFIN,UPI
U004-T00049,U004,2026-07-25,ZEPTO QUICK ESSENTIALS PAYMENT,25.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U004-T00050,U004,2026-08-02,LOCAL TEA & COFFEE PAYMENT,12.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00051,U004,2026-08-11,AUTO RICKSHAW PAYMENT,55.0,expense,Transport,AUTO RICKSHAW,UPI
U004-T00052,U004,2026-09-01,BLINKIT DAILY PAYMENT,30.0,expense,Food,BLINKIT DAILY,UPI
U004-T00053,U004,2026-09-09,RAPIDO BIKE PAYMENT,42.0,expense,Transport,RAPIDO BIKE,UPI
U004-T00054,U004,2026-07-18,BLINKIT DAILY PAYMENT,60.0,expense,Food,BLINKIT DAILY,UPI
U004-T00055,U004,2026-07-21,LOCAL TEA & COFFEE PAYMENT,10.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00056,U004,2026-09-16,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U004-T00057,U004,2026-07-16,NAMMA METRO PAYMENT,35.0,expense,Transport,NAMMA METRO,UPI
U004-T00058,U004,2026-07-22,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U004-T00059,U004,2026-09-25,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U004-T00060,U004,2026-08-15,LOCAL TEA & COFFEE PAYMENT,10.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00061,U004,2026-09-25,NAMMA METRO PAYMENT,35.0,expense,Transport,NAMMA METRO,UPI
U004-T00062,U004,2026-09-28,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U004-T00063,U004,2026-08-19,AUTO RICKSHAW PAYMENT,55.0,expense,Transport,AUTO RICKSHAW,UPI
U004-T00064,U004,2026-07-07,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
U004-T00065,U004,2026-08-18,KIRANA STORE PAYMENT,25.0,expense,Shopping,KIRANA STORE,UPI
U004-T00066,U004,2026-08-17,COFFEE & CHAT PAYMENT,30.0,expense,Entertainment,COFFEE & CHAT,UPI
U004-T00067,U004,2026-07-12,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U004-T00068,U004,2026-07-02,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U004-T00069,U004,2026-09-26,AUTO RICKSHAW PAYMENT,30.0,expense,Transport,AUTO RICKSHAW,UPI
U004-T00070,U004,2026-07-13,KIRANA STORE PAYMENT,25.0,expense,Shopping,KIRANA STORE,UPI
U004-T00071,U004,2026-07-22,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U004-T00072,U004,2026-08-11,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U004-T00073,U004,2026-09-18,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00074,U004,2026-08-24,LOCAL TEA & COFFEE PAYMENT,12.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00075,U004,2026-07-14,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U004-T00076,U004,2026-07-02,ZEPTO QUICK ESSENTIALS PAYMENT,50.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U004-T00077,U004,2026-07-02,ZEPTO QUICK ESSENTIALS PAYMENT,75.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U004-T00078,U004,2026-07-29,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U004-T00079,U004,2026-09-22,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
U004-T00080,U004,2026-07-09,MOBILE TOP-UP PAYMENT,29.0,expense,Bills,MOBILE TOP-UP,UPI
U004-T00081,U004,2026-08-08,KIRANA STORE PAYMENT,55.0,expense,Shopping,KIRANA STORE,UPI
U004-T00082,U004,2026-07-14,AUTO RICKSHAW PAYMENT,30.0,expense,Transport,AUTO RICKSHAW,UPI
U004-T00083,U004,2026-08-02,QUICK UPI TRANSFER PAYMENT,20.0,expense,Other,QUICK UPI TRANSFER,UPI
U004-T00084,U004,2026-09-19,AUTO RICKSHAW PAYMENT,30.0,expense,Transport,AUTO RICKSHAW,UPI
U004-T00085,U004,2026-08-12,LOCAL TEA & COFFEE PAYMENT,15.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00086,U004,2026-09-24,SWIGGY QUICK BITE PAYMENT,85.0,expense,Food,SWIGGY QUICK BITE,UPI
U004-T00087,U004,2026-07-03,RAPIDO BIKE PAYMENT,42.0,expense,Transport,RAPIDO BIKE,UPI
U004-T00088,U004,2026-08-18,SWIGGY QUICK BITE PAYMENT,60.0,expense,Food,SWIGGY QUICK BITE,UPI
U004-T00089,U004,2026-09-03,NAMMA METRO PAYMENT,15.0,expense,Transport,NAMMA METRO,UPI
U004-T00090,U004,2026-07-30,CHAI POINT PAYMENT,10.0,expense,Food,CHAI POINT,UPI
U004-T00091,U004,2026-08-09,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U004-T00092,U004,2026-08-01,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
U004-T00093,U004,2026-07-18,ZEPTO QUICK ESSENTIALS PAYMENT,50.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U004-T00094,U004,2026-07-26,LOCAL TEA & COFFEE PAYMENT,12.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00095,U004,2026-09-21,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U004-T00096,U004,2026-08-12,LOCAL TEA & COFFEE PAYMENT,15.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00097,U004,2026-09-21,KIRANA STORE PAYMENT,15.0,expense,Shopping,KIRANA STORE,UPI
U004-T00098,U004,2026-09-05,KIRANA STORE PAYMENT,55.0,expense,Shopping,KIRANA STORE,UPI
U004-T00099,U004,2026-09-21,STATIONERY SHOP PAYMENT,12.0,expense,Shopping,STATIONERY SHOP,UPI
U004-T00100,U004,2026-07-30,LOCAL PHARMACY STORE PAYMENT,45.0,expense,Healthcare,LOCAL PHARMACY STORE,UPI
U004-T00101,U004,2026-08-13,LOCAL BAKERY PAYMENT,15.0,expense,Food,LOCAL BAKERY,UPI
U004-T00102,U004,2026-09-24,COMMUNITY CHARITY UPI PAYMENT,51.0,expense,Other,COMMUNITY CHARITY UPI,UPI
U004-T00103,U004,2026-09-28,AUTO RICKSHAW PAYMENT,55.0,expense,Transport,AUTO RICKSHAW,UPI
U004-T00104,U004,2026-09-05,STREET TIFFIN PAYMENT,50.0,expense,Food,STREET TIFFIN,UPI
U004-T00105,U004,2026-09-19,CHAI POINT PAYMENT,30.0,expense,Food,CHAI POINT,UPI
U004-T00106,U004,2026-07-09,QUICK UPI TRANSFER PAYMENT,10.0,expense,Other,QUICK UPI TRANSFER,UPI
U004-T00107,U004,2026-09-20,COMMUNITY CHARITY UPI PAYMENT,11.0,expense,Other,COMMUNITY CHARITY UPI,UPI
U004-T00108,U004,2026-07-17,CHAI POINT PAYMENT,15.0,expense,Food,CHAI POINT,UPI
U004-T00109,U004,2026-07-31,SWIGGY QUICK BITE PAYMENT,110.0,expense,Food,SWIGGY QUICK BITE,UPI
U004-T00110,U004,2026-08-29,STREET TIFFIN PAYMENT,25.0,expense,Food,STREET TIFFIN,UPI
U004-T00111,U004,2026-08-01,BLINKIT DAILY PAYMENT,40.0,expense,Food,BLINKIT DAILY,UPI
U004-T00112,U004,2026-08-08,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U004-T00113,U004,2026-09-20,LOCAL TEA & COFFEE PAYMENT,20.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00114,U004,2026-07-11,PARKING FEE PAYMENT,15.0,expense,Other,PARKING FEE,UPI
U004-T00115,U004,2026-08-20,ZEPTO QUICK ESSENTIALS PAYMENT,75.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U004-T00116,U004,2026-08-26,BLINKIT DAILY PAYMENT,80.0,expense,Food,BLINKIT DAILY,UPI
U004-T00117,U004,2026-07-20,STATIONERY SHOP PAYMENT,45.0,expense,Shopping,STATIONERY SHOP,UPI
U004-T00118,U004,2026-07-03,KIRANA STORE PAYMENT,55.0,expense,Shopping,KIRANA STORE,UPI
U004-T00119,U004,2026-07-11,UBER AUTO PAYMENT,60.0,expense,Transport,UBER AUTO,UPI
U004-T00120,U004,2026-09-15,NAMMA METRO PAYMENT,20.0,expense,Transport,NAMMA METRO,UPI
U004-T00121,U004,2026-08-02,ZEPTO QUICK ESSENTIALS PAYMENT,50.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U004-T00122,U004,2026-08-28,LOCAL BAKERY PAYMENT,35.0,expense,Food,LOCAL BAKERY,UPI
U004-T00123,U004,2026-07-10,STREET TIFFIN PAYMENT,50.0,expense,Food,STREET TIFFIN,UPI
U004-T00124,U004,2026-07-26,LOCAL TEA & COFFEE PAYMENT,12.0,expense,Food,LOCAL TEA & COFFEE,UPI
U004-T00125,U004,2026-07-01,CHAI POINT PAYMENT,20.0,expense,Food,CHAI POINT,UPI
U004-T00126,U004,2026-09-01,ZEPTO QUICK ESSENTIALS PAYMENT,75.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U004-T00127,U004,2026-08-20,QUICK UPI TRANSFER PAYMENT,20.0,expense,Other,QUICK UPI TRANSFER,UPI
U004-T00128,U004,2026-08-19,SWIGGY QUICK BITE PAYMENT,40.0,expense,Food,SWIGGY QUICK BITE,UPI
U004-T00129,U004,2026-08-22,MOBILE TOP-UP PAYMENT,19.0,expense,Bills,MOBILE TOP-UP,UPI
U004-T00130,U004,2026-08-19,PARKING FEE PAYMENT,10.0,expense,Other,PARKING FEE,UPI
U004-T00131,U004,2026-07-25,KIRANA STORE PAYMENT,35.0,expense,Shopping,KIRANA STORE,UPI
U004-T00132,U004,2026-08-14,SWIGGY QUICK BITE PAYMENT,110.0,expense,Food,SWIGGY QUICK BITE,UPI
U004-T00133,U004,2026-09-20,AUTO RICKSHAW PAYMENT,20.0,expense,Transport,AUTO RICKSHAW,UPI
U004-T00134,U004,2026-09-22,ZEPTO QUICK ESSENTIALS PAYMENT,75.0,expense,Food,ZEPTO QUICK ESSENTIALS,UPI
U004-T00135,U004,2026-08-01,LOCAL BAKERY PAYMENT,15.0,expense,Food,LOCAL BAKERY,UPI
U004-T00136,U004,2026-08-16,RAPIDO BIKE PAYMENT,15.0,expense,Transport,RAPIDO BIKE,UPI
